"","SightingID","ReportSource","ReportDate","ReportTime","EventDate","EventTime","ApproximateDate","Duration","Location","City","State","Zip","County","Country","Summary","Narrative","Profession","TotalObservers","NoofShips","Shape","Aircraft","AnimalResponse","ElectricalMagnetic","Sounds","EmitObjects","EmitBeams","Aura","Trail","LightsOnObject","ChangeColor","Landing","Entities","Abduction","MissingTime","PhysPsychEffects","NUFORCNote","Explanation","Certainty","PilotMilitaryObserver","StructuredCraft","MetalSphere","Hightlight","EventYear","EventDecade","EventQuarter","EventMonth","EventHour","EventTimeGroup","RegionUS","food_pills","bullet","force_field","blinding_light","odd_anatomy"
"50638",65781,"Web","2008-09-19","2008-09-19 21:16:23","1979-03-25","1899-12-30 20:00:00",0,"20 min",NA,"Big Sur (Lucia)","CA",NA,"?","USA","triangular glowing, amber object lighting circle of ocean, leaving glowing light and dropping 2 glowing objects into ocean, silent,","triangular glowing, amber object lighting circle of ocean, leaving glowing light and dropping 2 glowing objects into ocean, silent,

Report of UFO Siting 3/25/79   

For many years now I have wanted to report this incident which occurred on highway one in Big Sur, California in March 1979 around 8pm. 

Myself and a friend named Jimmy were hiking in the mountains around Big Sur all day and were tired and wanting a place to stay for the night. We stopped at one of the only motels along the road called Lucia in an area which was otherwise quite wild, and asked for a room but for various reasons were not able to stay there so began hiking south on highway 1 to the nearest campground. It was dark and we were very tired but there were no cars and we were walking so we had no choice but to continue. We left the motel (there was a gas station there too) and when we got far enough away from there that there were no more lights visible from the road we had the ocean to our right and the mountains coming right off the road to the left. We noted that any plane or ship passing the area could be heard more clearly as it echoed off the mountains. As we walked we looked out over the ocean and noted a silent triangular amber glowing craft hoovering above the ocean and casting a very large circle of light that appeared like a search light of some sort. We immediately realized that it was not from Earth. As we watched it began a lateral ascent, parallel with the shore and it dropped something amber glowing into the ocean. At that point it began leaving a phosphorescent trail of light resembling a jet stream behind it and then a few seconds later it dropped another glowing object into the ocean and continued to move slowly upward in a linear rise while still trailing the phosphorescent light. It was moving slowly and appeared to be about 1/2-1 mile out on the ocean.  Abruptly, it turned left and shot into space. My friend through up his arms and yelled ?Wait! Take me with you!? at which point from a tiny yellow star in the night sky it sent back two phosphorescent beams of light that started out as superimposed triangles which came straight at us where we were standing and eventually stop! ped as a formation hoovering over the water near shore and reflecting in the ocean below us. We both agreed that the formation resembled a vertebrae if you were looking down a spinal cord. It had a black hole in the middle of it and 3 spines coming off of it like a vertebrae. That light stayed in the air for about 10 min. before disappating. The jetstreams were there even longer. We were entirely energized by the experience which has forever changed my view of the world. I had reported the incident to the local paper in Santa Cruz, California the day after it happened to see if anyone else had reported such a siting and it was published in the paper which I didn't realize until I was sitting several days later on the beach covered with poison oak from the hike we did there and I was approached by a guy on the beach who asked me where I got the  poison oak. I told him Big Sur and he told me about the article. He said he had lived at he campground where we slept that night and that there were all sorts of strange lights coming from behind the mountains there but when they would try to approach them, they would meet with force fields that would make it impossible for them to get closer. He felt certain also that there were very strange things going on there and wasn't surprised to hear our story.

 I have this incident documented in a journal which is why the dates are so clear but the memory is as clear as though I saw it a minute ago. I have never heard of another encounter like this one. It definitely felt as though they knew we were there and that the light show at the end was for us. It was utterly spectacular. With all recent crop circles coming around the world, I have become very interested in becoming a part of the movement to understand and/or communicate with whatever is doing this. I feel that they are studying us like we study animal life on our own planet. We are primitive to them and they are being careful not to come on too strong, just giving us beautiful crop art and occasional sitings of their otherwise invisible craft. I heard recently that we have learned how to make things invisible and that this was learned through alien technology. I want to know more about this. How involved are you with the crop circle phenomena as it relates to the UFO sitings? Is there any way I can help with this? Please contact me.  I am a Masters prepared nurse midwife in New York City. Jimmy managed a food coop in Idaho at the time and still lives in Idaho.","nurse midwife",2,1,"triangle",0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1979,1970,1,3,20,"Evening","West",1,0,1,0,0
"50712",65860,"Web","2008-09-23","2008-09-23 17:23:34","2005-11-22","1899-12-30 19:40:00",0,"45 MINUTES",NA,"James Island","SC","29412","Charleston","USA","ME AND MY NEIGHBOR WERE HANGING OUT WE SAW SOME EXITING UFO.  ((NUFORC Note:  Possible hoax?  PD))","WHILE ME AND MY NEIGHBOR FRIENDS WERE JUST SHOOTING THE BULL AND WERE HANGING OUT WE SAW SOME EXITING UFO.

On Tuesday, November 22, 2005 at 7.40 P.M. I was at a nearby neighbors house with some friends we were out in the backyard on the patio. We were grilling barbecue ribs, barbecue chicken, and steaks on the outdoor grills out in the backyard. We looked up and saw 3 circle UFOS. On the inside of the bottom they had red, yellow, and green lights then red, yellow, and purple lights then they were a roquefort blue (what I mean by a roquefort blue they looked like roquefort and blue cheese salad dressing the lights on the inside of the bottom looked like blue cheese salad dressing) they were still roquefort blue then on the inside of the bottom they had red and orange lights mainly red lights then again red, yellow, and green lights and emitted orange beams.                                                                                                                                                                                                                                                         
Then 3 triangler UFOS showed up they were purple lighted with red dots on the corners and emitted pink beams. Then the 3 circle UFOS had red, yellow, and pink lights on the inside of the bottom then red, yellow and purple lights then red, yellow and green lights. Then as we were still grilling our food barbecue ribs, barbecue chicken, and steaks on the outdoor grills out in the back yard. The 3 circle UFOS on the inside of the bottom one of them had red, yellow, and green lights the other one red, yellow, and purple lights and the one red, yellow, and pink lights and the 3 triangler UFOS were had roquefort blue lights with red dots on the corners.                                                                                                                                                                  
They all hovered over the treetops in the backyard as we were grilling our food barbecue ribs, barbecue chicken, and steaks on the outdoor grills in the backyard and we were drinking COKES AND DR! . PEPPER S as we watched the UFOS hover over the backyard. Then all 3 circle UFOS on the inside of the bottom had red, yellow, and oranger lights then red, yellow, and pink lights then all blue lights on the inside of the bottom then all 3 circle UFOS on the inside of the bottom had red, yellow, and green lights then red, yellow, and purple lights then red and orange lights mainly red lights then again on the inside of the bottom red, yellow, and purple lights then red, yellow, and green lights and emitted orange beams then the 3 triangler UFOS were yellow lighted wit red dots on the corners. and emitted purple beams. Then all 3 circle UFOS and the triangler UFOS were all white lighted. The 3 circle UFOS on the inside of the bottom were all white lighted and the 3 triangler UFOS were all white lighted with no dots on the corners.                                                                                                                                                                                                                                                       
Then all 6 UFOS the 3 circle UFOS and the 3 triangler UFOS all disappeared and we saw them no more they were going towards the ocean to folley beach I guess they crashed out in the ocean. We saw all of this as we were grilling our food barbecue ribs, barbecue chicken, and steaks on the outdoor grills out in the backyard.                                                                                                                                                                                                                                                      
Then as we were still grilling our food on the outdoor grills out in the backyard 2 huge cone UFOS showed up the were red on top and yellow on bottom then red on top and purple on bottom then they disappeard they disappeard as fast as they came going towards the ocean and probally crashed in the ocean. Then 2 rectangler UFOS showed up they were blue lighted and then red lighted and emitted! purple and yellow beams. Then 2 diamond UFOS showed up they were a gold color. Then as we were still grilling barbecue ribs, barbecue chicken, and steaks on the outdoor grills in the backyard our food a huge chest UFO showed up it had colors of red, yellow, green, purple, blue, orange, roquefort blue, pink, white, black, and gray on it. And it hovered all over the backyard and emitted orange and roquefort blue beams and then disappeared going. All the UFOS cone, rectangler, diamond, and chest UFO were going towards folley beach I guess they all crashed out in the ocean.                                                                                                                                                                                                                                                         
Then a circle UFO showed up on the inside of the bottom it had red, yellow, and purple lights and emitted orange beams the red, yellow, and green lights and emitted orange beams then on the inside of the bottom all blue lights then red and orange lights mainly red lights then again red, yellow and green lights and emitted orange beams. Then it was all white lighted on the inside of the bottom it had all white lights and disappeard it probally crashed out in the ocean.                                                                                                                                                                                                                                                         
Then 3 more triangler UFOS showed up they were all pink lighted with red dots on the corners and emitted blue and purple beams then they were blue lighted with red dots on the corners and made a whistling sound and disappeard going to folley beach to crash in the ocean. Then 2 more triangler UFOS showed up they were green lighted with yellow dots on the corners they made a whistling sound then they were all white lighted with no dots on the corners then they disappeard going towards the ocean to! folley beach I guess they crashed out in the ocean.                                                                                                                                                                                                                                                         
Then we were all done grilling our food the barbecue ribs, barbecue chicken, and steaks we grilled on the outdoor grills out in the backyard as we were watching all these UFOS we saw that night. We saw no more UFOS and we took our food in the grilled on the outdoor grills out in the backyard and got ready to eat it. It was really fun to be with my neighbor friends being together and seeing the UFOS we saw it was a very clear night outside and we saw no more UFOS. It was really an exiting experience to see all the UFOS we saw when we were all in the backyard grilling food and we were all together. We just couldn't believe all the UFOS we saw when we were all together.


","RESTAURANT WORK",7,27,"other",0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,"Possible hoax?  PD",NA,NA,0,0,0,0,2005,2000,4,11,19,"Evening","South",1,0,0,0,0
"50730",65878,"Web","2008-09-24","2008-09-24 16:05:37","1973-05-01","1899-12-30 14:00:00",1,"90 min",NA,"Brownfield","TX",NA,NA,"USA","Silent ,bright hovering light, seemed to be teasing us, for miles of desolate highway.","Silent ,bright hovering light, seemed to be teasing us, for miles of desolate highway.

On a lonely highway 14:00 hr ,what appeared to be a porch light 2-300 yds south followed the car 15-20 miles staying right outside drivers window.I woke up my wife to show her,she watched it for app.5 miles, then it shot toward the car & upward shining light into back glass, appearing to be a spotlamp about 3 ft dia. 150 yds. above & slightly at rear of vehicle.Object stayed in this position 10 miles.blinding light.When we started entering Brownfield city limits, light shot up in SE looking like  a bright star.We stopped in closed food store parking lot where a cop was parked. We decided not to say anything all we could say was that star right there has been following us.When we left the town the light came back just over our backglass again.About another 5 min of this blinding light was all I was going to take.I pulled over to the shoulder, got out opened my trunk,Pulled out a pistol,telling my wife I've had all I'm gonna take,when I pulled the gun from the trunk,the light,making no noise shot up to the south sky looking like a star again,and stayed there until we arrived in Hobbs N.M.


","body shop manager",2,1,"light",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,"Witness indicates that date of incident is approximate.  PD",NA,NA,0,0,0,0,1973,1970,2,5,14,"Afternoon","South",1,0,0,1,0
"50887",66049,"Web","2008-10-04","2008-10-04 02:20:21","1980-12-08","1899-12-30 19:30:00",0,"unsure",NA,"Artesia","CA","90701",NA,"USA","Cerritos/Artesia 1980 silent black disc with firey rim observed at dusk","Cerritos/Artesia 1980 silent black disc with firey rim observed at dusk

I was riding in the backseat of a friend?s vehicle (2 in front, 3 in the rear) traveling north on Pioneer Blvd, specifically to go to McDonald?s. We turned west onto the small street on the south side of the McDonald?s. I recall, very vividly, the object was  a matte black disc with small orange ?flames? around its edge, coming from the west, from say Lakewood or Long Beach (one would expect to see the Lakewood Sheriff station?s helicopter on a similar path) with silence. It was around late dusk and I recall remembering the event later and the fact that we seemed to have returned to my friend?s home minus any McDonald's food, no need to discuss the object, and hearing about John Lennon?s murder that evening , which helped me date the event. I make no abduction claims at all, just the sighting, but feel a distinct loss of time from the moment the object was passing over and being back in the TV den at my friend?s house. The street and parking lot, hence the restaurant, was busy when the sighting occurred.

","computer technician",5,1,"disk",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,1980,1980,4,12,19,"Evening","West",1,0,0,0,0
"51427",66644,"Web","2008-11-02","2008-11-02 00:53:54","2008-10-30","1899-12-30 19:50:00",0,"2-3 minutes",NA,"Palos Verdes","CA","90274","Los Angeles","USA","Circular Flying Craft with glowing tube of light around perimeter seen less than 1000 yards away.","Circular Flying Craft with glowing tube of light around perimeter seen less than 1000 yards away.

On October 30, 2008 I was driving up into Palos Verdes, CA, on Palos Verdes Blvd. coming from Redondo Beach, CA at approximately 7:50 PM to pick up some food I ordered. When I got up into the beginning area of Palos Verdes just passing the shopping center on my left I saw a circular object, straight ahead and slightly to my right that had a tube ring of light that wrapped around its perimeter.

The best way to describe this light was if you were to take a straight tube fluorescent bulb and bend it to wrap around into a circle. This was around the perimeter of the object and was glowing powerfully, with a slight blue hue to it. There was also a square shaped lighting tube that was off to one side of the object that was the same color and intersected with the round shaped tube of light but was much smaller in overall size in comparison. The second I had caught view of the object it had made a very quick, smooth flight pattern that I would say was a 60-70 degree angle straight upward in the sky but still in my view. The instant I saw this I couldn?t believe what I was seeing because it was so close. I could easily say it was less than 1000 yards away at its farthest point during my sighting. As I saw the object make that quick flight pattern, I was continuing to drive straight when I glanced to my right to see a couple that was off the side of the road, standing beside their car, already trying to take pictures of the craft. I thought, ?my god they are seeing it too and who knows for how long before me.?  	 After stopping at a stop sign immediately after and continuing to drive forward I see the craft lowering itself from the point it had stopped from the previous flight pattern. I then pull over the side of the rode where there are houses lined on the street. My eyes are staying focused on the object the whole time. I?m staring at this craft object through my windshield off to my right which is slowly lowering itself while making a flight pattern quite strange. I get out of my car trying not to loose even a second of looking at the object. The craft is swaying back and forth from right to left, to left to right. Then it begins to simply lower straight down very slowly and smooth until it is out of vision, below the elevated plateau I?m standing on. The area it was flying over and eventually lowering itself was over the ocean as Palos Verdes is a town with several layers of elevated plateaus and oceanside cliffs.

I then quickly get back in my car to turn around to see if the couple I saw was still there but they weren?t. I?m not sure if they would have seen the lower flight pattern it took  because from their position you can?t see over the ocean and there are trees that possibly blocked their vision from their angle of view. I then try to drive down to a lower area to see if the craft was still hanging around beyond where I could see. I got down very close to the ocean, cliffside, but I saw nothing. The object was gone.

I was completely baffled and couldn?t believe what I had seen. The fact that it was so close and could see it so clearly felt unreal to me. I tried to rationalize during and after the sighting what it could have been. There was only one thing I could come up with other than it being some ?other worldly? craft. I thought maybe some talented guys had built a circular, remote controlled craft and were flying it. I then thought that this was not likely true because the lighting of the craft was simply too magnificent and the craft likely too large. That powerfully glowing tube of light around the perimeter was a light like I?ve never seen before. The couple that was taking pictures must have been awed enough to stop and take pictures. Also, that beginning flight pattern of the craft shooting straight upward at a 60-70 degree angle was too fast. Conclusions I came to were as follows:  - This was a ?flying craft? of some sort that was being ?controlled? somehow.

- The object was obviously circular shaped - I have NEVER seen anything like this - The size of the object was estimated to be about the size of a car or larger considering the relation to the landscape and how close I it was to me.

- The craft made no sound that I could here.

I will never forget what I saw. I would love more than anything to know exactly what it was. I feel strange that I saw this so close to me. It was not just some point of light in the distance. I don?t know what to do with my experience as it was so ?baffling? and feel incredibly unsettled about it. The thing I?m most intrigued about was the lighting. I?m not a 100% believer in UFOs and this lighting was like nothing I?ve ever personally heard reported in peoples sightings.","Natural Medicine practitioner and owner of herbal medicine company",0,1,"circle",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2008,2000,4,10,19,"Evening","West",1,0,1,0,0
"51900",67193,"Web","2008-11-27","2008-11-27 18:11:00","2000-09-15","1899-12-30 02:30:00",1,"15 minutes",NA,"Harrington","WA",NA,"Lincoln","USA","Very slow moving huge black triangle shaped object, no sound, crosses in front of me.","Very slow moving huge black triangle shaped object, no sound, crosses in front of me.

It was sometime in August 2000.  I am a drummer and had just packed up my gear and was heading home.  We had played at a place called ?Rosie?s? in Harrington.  I lived in Wilbur Washington. I have not drank nor done drugs since May 28th, 1998.  I have a full time day job, music is my hobby.

It was about 2:30am and I was traveling toward Hiway 20 ((sic.  Route 2)) on a back road from Harrington that comes out by the power transformer station (I guess that?s what it is) onto Hiway 20 west of the Davenport Refuse Transfer Station.  I think the back road is called Rocklyn Road.

I was in my Ford van which had a big windshield.  I glanced out the driver side window and noticed a huge jet black triangle shaped object outlined against the clear night sky.  It had one small red light in the very center.  This red light did not blink.  This object was moving very slow towards Spokane, Washington.  I pulled over to get a better look.  Even though it was dark out, I could distinctly see this object.  It was huge.  About 300 feet long, maybe 200 feet across the back.  The sides went straight up about 40 feet.  I rolled down my window (I did not get out of the van because I was pretty freaked out by now) and it made absolutely no sound.  I sat and watched as it slowly passed in front of my van.  It was about 200-300 feet off the ground.  It took about 15 minutes to pass in front of me if that tells you how slow it was moving.

As it passed my van I saw 5 very big square lights across the back of it.  They spanned the full width across the back as well as went almost from the top to bottom of the object.  I am absolutely sure there were five lights because there was a dark line between each of them.  These lights were intensely bright.  Even though they were bright, they didn?t seem to give off light outside the object itself.  They didn?t seem to light anything up.  I thought to myself, ""Llights that bright should throw some light onto the ground,""  but they didn?t.  

I watched as it silently disappeared from my view.  My heart was pounding and I was scared to death.  The next day I told some friends.  They immediately told me I was seeing things.  I know what I saw.  I have no reason to make up story like this.  I don?t care if anybody believes me or not.  I know what I saw.  I will never forget it.  I was going to send this report in several years ago, but could never get myself to push the send button.  Seeing  that you are now located at Davenport, I thought if nothing else you should know.




((ADDENDUM FROM WITNESS))

Hi Peter.
 
It's hard to pinpoint where I actually was that night because of the darkness.  I was probably 5-6 miles out of Harrington heading toward hiway 20.  ((sic.  Route 2))   I know I had passed where there is a Y in the road.   For the life of me I can't remember how long it was untill I came upon one of the old farm houses after I watched it.  Like I said I was very freaked out by then.  We usually played every other weekend at Rosies.  We always played the first and third weekend of the month.  My best guess would be August 19, 2000.  Rosies has closed since then but I could talk to to the other band members and see if they remember the exact date.
 
I kept running it through my mind the rest of the way home and do not remember much of the surroundings after that.  I kept asking myself things like ""could it have been a helecopter?""  Then I would remind myself just how big this thing was and how it made no noise.  So then I thought maybe a balloon.  Again, it was so big and so quiet with absolutely no blinking warning lights, just the small red light on the bottom in the center.  I ruled out balloon.  Maybe a big plane from fairchild?  It would have fallen out of the sky it was moving so slow. 
 
I have always had this missconception that UFO's were round, saucer shaped objects.  That UFO's darted about then hovered, then darted about some more.  This did not fit that category at all. In my wildest dreams I would never have thought of them as being triangle shaped.  I always thought of them as being lit up with multicolored lights.  Again, only the small red light and the 5 sqaure lights across the back.  This object was totally black.  No lights on the sides.  I thought they would make humming or whirring sounds.  There was complete silence.
 
I kept questioning myself about the 5 lights across the back.  They did not fit the norm for lights that bright.  If you were to look at 2 bright headlights that are 2-3 feet apart, you would see two distinct bright points of light.  The light from those two headlights would join at a distance and you would probably not be able to see a distinct gap between them unless you were standing right next to them. From a distance they would blend together.  The gaps between the 5 bright lights on this object were very distinct.  Even at a distance.  The light formed definite edges that were perfectly straight.  I mentioned in my letter to you that they were square.  Actually they were more rectangular.  Taller than they were wide.
 
I am 51 years old and have never in my life seen anything that even remotely resembled what I saw that night.  It defied all logic.  The only thing that could move that slow and stay in the air would be a balloon.  This was not a balloon.  I can not tell you exactly how big it was because I had no reference points.  In the darkness I could not see buildings or trees, just the outline of the hills.  I can tell you that my Ford Van was a 1989 E250 Custom van.  It had a big front windshield and that at one point this object completely filled it.  This object was probably 400-600 feet directly in front of me and 200-300 feet off the ground at that moment.  It was very, very big.
 
This expierience has changed the way I think. I don't take things for granted anymore.  I don't believe that just because the Theory of Relativity states we can not travel  faster than the speed of light, we can't travel faster the speed of light.  I am full of ""What If's and Why's""  What if we simply do not have a calculation that would prove that theory wrong?  What if a life form millions of years older than ourselves had the capability to travel through space at speeds we can't begin to imagine?  Only 500 years ago people would have said you were crazy to think it possible to talk to someone  5000 miles away instantly in real time.  Why do scientist's and engineers continue to develop ways to travel faster if it's not possible to travel faster than the speed of light?  Even at the speed of light things are simply so far away it would do us no good.  I believe they are hoping the Theory of Reletivity is also wrong. The universe is huge. Just because we can't do it, does not mean another  much older inteligent life form can't. 
 
As humans I believe now that we are self centered and very, very small in the grand scheme of things. I believe that we have conditioned ourselves to think if we can't do it, it can't be done.  I believe if we can imagine it, eventually it will be done.  I also believe something, a life form or entity, whatever, just beat us to it.
 
As I stated, I don't care if anybody believes me.  I know what I saw and nobady will ever convince me otherwise.  I know in my heart that the object I saw that night, was NOT from this planet.  As for my credibility... take a drive to Wilbur, go into Sandy's family foods.  I worked there 10 years as a shift supervisor, ask them.  Everybody in Wilbur knows me.  I am not a publicity seeker and have nothing to gain by making up a story such as this.  I have palyed music proffesionally for over 30 years and have had all the publicity a person would ever want.  My wife and I are very private people, almost to point of being hermits.  I just wanted you to know what I had seen in your area.  I will draw you a picture of what I saw if you would like and attach it to an email.
 
((END ADDENDUM))


","IT at Hospital",1,1,"rectangle",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Witness indicates that date of incident is approximate.  PD",NA,NA,0,0,0,0,2000,2000,3,9,2,"Night","West",1,0,1,1,0
"52618",67996,"Web","2009-01-13","2009-01-13 09:45:08","2009-01-11","1899-12-30 00:02:00",0,"2 min",NA,"San Francisco","CA","94123","San Francisco","USA","Two bright orange objects hovering,pulsing lights, akward movements","Two bright orange objects hovering,pulsing lights, akward movements

We were walking home just after midnight from grabbing some food and I saw a very bright orange light.  And I turned to my boyfriend and pointed it out to him.  Him being so skeptical, I thought he was going to dismiss what I was seeing, but he looked up and said, ""what is that?"".  We both agreed it was not a plane or like anything we have ever seen before.   I am pretty positive it wasnt a plane because planes have red or white lights flashing and are always flying over head as we live near 2 major aiports; and seeing so many, this was in no way a plane.  The light was very bright, large and orange in color, wierd in shape (fireball-ish?), like nothing I've seen before. As we stared we noticed that the orange light was very bright and large for being a distance away. It was heading Northwest to Southeast, towards us. The first one stopped, stood still or hovered for more than a few seconds and then headed west. There was a second one behind it, just as bright orange as the first. It was coming from the same direction. It stopped and was hovering. It pulsed as did the first one when it was hovering, almost to the point of dissapperance. It did a small square flight pattern(looked very unatural), and headed west(was out of site pretty quickly once heading west-within 3-4 seconds). The duration was about 2 min and there was absolutely no sound whatsoever associated w/ the objects. My boyfriend is very skeptical, but he said it was like nothing he has ever seen before. The color was just such a bright rich orange color and the flight pattern was very akward. I have no idea what it was, I just know it was a first that I have seen something like this.","Operations-Hedge Fund",2,2,"fireball",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2009,2000,1,1,0,"Night","West",1,0,0,0,0
"52636",68014,"Web","2009-01-14","2009-01-14 04:02:11","2008-12-23","1899-12-30 09:00:00",0,"30 seconds",NA,"San Jose","CA","95101",NA,"USA","San Jose, CA. Fourth Floor of Valley Fair Mall where the food court doors are.","San Jose, CA. Fourth Floor of Valley Fair Mall where the food court doors are.

I was on the fourth floor of Valley Fair mall in the early morning and was watching the usual government chemtrail's killing us on a daily basis, that's when I noticed a small orb or sphere that could maybe fit a single person in it. It was about 200 to 300 yards away I have more than perfect 20/20 vision I can see perfect far and close. I noticed the chemtrail coming out of the back of the plane when the orb appeared and did three full circles around the chemtrail itself and then flew to the very end of the chemtrail and back to the very front of the chemtrail right behind the plane. After that it quickly broke away from the chemtrail and flew towards Valley Fair mall about maybe 50 to 100 yards closer. It then did a sudden sharp turn and seemed to slowly and leisurely fly toward the Mount Hamilton area and disappeared. The orb was silver and smooth I could not see any widows, lights, markings, or contrails coming from it.

","Engineer",1,1,"orb",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2008,2000,4,12,9,"Morning","West",1,0,0,0,0
"52944",68346,"Web","2009-01-30","2009-01-30 10:02:12","2009-01-29","1899-12-30 19:00:00",0,"15 minutes",NA,"Brownwood","TX","76801","Brown","USA","Unidentified object appears in sky with lights appearing and then vanishing 5 times as it moved.","Unidentified object appears in sky with lights appearing and then vanishing 5 times as it moved.

Yes there were indeed lights in the sky last night. My husband, I and two boys had to run to Brownwood last night from Bangs to get something to eat at a local fast food chain. My husband waited in the car while the boys and I ran inside to place a order. When we came out to the car, my husband said look there are lights in the sky, it looks like a UFO. I said yea right..He said no really, look over there. I looked up and noticed the most amazing thing. The lights appeared and vanished. Then further away, they appeared and vanished again. I was totally shocked. My boys noticed the lights as well. My husband said that while we were inside the fast food chain, he had saw the lights first appear over Walmart, and it did the same pattern 3 times while we were inside. The appearing and then vanishing on 3 different occasions. I could not believe what I was seeing, because I am normally a very skeptical person, and I saw it with my own eyes. The first time I noticed the lights they were between Home Depot and Walmart, and the second time I saw them they were over the Home Depot store. We tried to drive back behind the store in the direction that the lights were headed, but did not see them again...My son tried to record the lights on his cell phone, but the guard lights around Home Depot was putting a glare on his phone. I just wanted to respond to this, because I know that I saw them, and I am so glad someone came forward to talk about this. I had told my husband last night, to contact someone, but he said no one would believe the story without pictures. I am convinced there was something going on last night.

","Nursing",4,1,"triangle",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2009,2000,1,1,19,"Evening","South",1,0,0,0,0
"53117",68528,"Web","2009-02-08","2009-02-08 22:40:42","2009-02-08","1899-12-30 14:15:00",0,"5 seconds",NA,"Ashburn","VA","20147",NA,"USA","I was in the back yard reading a book. I felt a inclination to look up. As I did I saw a bright reflective silvery cylindrical object (","I was in the back yard reading a book.  I felt a inclination to look up.  As I did I saw a bright reflective silvery cylindrical object (more of a line than two-dimensional) in the sky swiftly moving from West to East overhead in the clear sky.  About the width of my index fingernail at arms length.  

It immediately morphed into a violent rapidly changing highly reflective shape as if it were a flat mirror randomly twisting about on three a axis gimbal.  Not a bird, not a party balloon.  The motion was violent.  No rhythmic pattern.  I expected it to move over the Giant Food store parking lot where I could see its silhouette, but instead it faded into the high altitude water vapor in the sky.  

It was much higher in altitude than I estimated, and much larger.  My first thought it was about 60 feet up, but after seeing it fade away so rapidly, I estimate it to be at least a few hundred feet long, at least 30,000 feet up.  It appeared to be traveling at several thousand miles per hour.  No noise.  No vapor trail. No wings.  

I'm 54, seen a lot in the sky I have been able to explain.  Not this.","Software Engineer",1,1,"changing",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2009,2000,1,2,14,"Afternoon","South",1,0,0,0,0
"53234",68657,"Web","2009-02-15","2009-02-15 19:29:58","2009-01-13","1899-12-30 17:15:00",0,"30-45 sec",NA,"Louisville","KY","40243","Jefferson","USA","Rapid traveling balloon-shaped object  travels up wind, and flies off after a 30-45 second show.","Rapid traveling balloon-shaped object  travels up wind, and flies off after a 30-45 second show.

My daughter was driving us to a drive-in fast food chain for dinner after we were moving her into an apartment on the east / northeast side of Louisville, Kentucky.

I looked to my right from the passenger seat and viewed what i thought a balloon someone had just let loose. The sun had set and the sky was almost dark but still had a slight glow to the sky. The balloon object; no lights,  was flying away from my position like a knuckle ball at about the 2:00 o'clock position, but the wind was blowing into my face from the north. Than without a noise, the balloon object went straight up about 12:00 o'clock position, dove straight down to the left, came right at us over another fast food place and grew to about 10'-14' in diameter.

I told my daughter to look at the object when i pointed over the buildings horizon. She saw the tear dropped balloon looking object and within a second it darted up and out to the left and was gone in 1 sec. It shrank in size as if traveling at a very very high rate of speed. Again no noise.

If it were a balloon, how could the balloon travel seem to go against the wind about 1/4 mile and hover perfectly still, move again very quickly, hover, and take off like it was shot out of cannon?  I am not a true beliver in UFO's but this was a very curious encounter, and after watching your show for the first time this past Saturday, I thought I would pass this info to you. All the best. D.T. Louisville, KY","Construction Equipment Sales",2,1,"egg",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,2009,2000,1,1,17,"Afternoon","South",1,0,0,0,0
